GRANTEE,OWNER,TABLE_NAME,GRANTOR,PRIVILEGE,GRA,HIE,COM,TYPE,INH
PUBLIC,SYS,/2168bb2f_MethodInvocationTree,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21693472_NotIdentifiableEvent,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21709311_IIOMetadata1,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2173a225_MessageBundle_zh_CNp,SYS,EXECUTE,NO,NO,NO,JAVA RESOURCE,NO
PUBLIC,SYS,/217420e3_CountedCompleter,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2174dfed_Messages_pt_BR,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2176701c_XmlSchemaTypeWriter,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/217a148d_XSDIdConstraintTable,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/217a534d_ArraysParallelSortHe,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/217c0cd7_Comment1CommentStrin,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/217c31bc_LocaleNames_mk,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2188af08_StatsImpl,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/218afcca_ElementPropertyInfo,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/218e6627_ObjectDoesNotExistEx,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/218ee5f7_TimeZoneNames_fi,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2191cf95_NumericElements,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2191e31f_BiDirectionalCursor,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21935c97_IsSetFieldAccessor,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2194ea4c_AMD64AbstractMIR2LIR,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21964edd_CollisionCheckStack,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2198dc08_FilePaneSortableList,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/219eca6d_LDIV,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/219ef139_OracleTypeMetaDataSt,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21a03f92_ConstantPoolMethodHa,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21a1241d_DateTimeFormatterBui,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21a36fab_ConsumerExceptionEve,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21a66955_BatchEnvironment,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21a683c6_DiagnosticCommandImp,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21a95ff4_CurrencyNames_in_ID,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21aa70b_BindingTypeHelper,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21ac2022_JPEGDecodeParam,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21af9f12_XmlOutputAbstractImp,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21b0595f_SOAPBinding,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21b20128_XMLCipherFactoryRefe,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21b3e936_NamedTypeCopyingBind,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21b4676e_SimpleAssertion,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21b48b8_PowerPCAbstractMIR2LI,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21b8131d_KeyImpl,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21bae104_BottomGuardingDynami,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21bd25a3_SocketOptionRegistry,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21bef4df_StreamingAttachmentF,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21bfd4d8_Messages_no,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21c29475_message_trproperties,SYS,EXECUTE,NO,NO,NO,JAVA RESOURCE,NO
PUBLIC,SYS,/21c4a14c_GIFImageMetadata,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21c6216_DESedeKey,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21c658fc_CalendarData_th,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21c991bc_AWTIcon64_security_i,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21cf1051_CBuiltinLeafInfo10,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21d1cd2c_BasicBordersSplitPan,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21d45e6a_HttpReceiveSocket,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21d4bf19_CodeGenerator33,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21d6d21a_RunnableScheduledFut,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21d73cd4_MotifPopupMenuUI,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21d8d330_HmacCoreHmacSHA224,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21d9a3c2_JvmMemMgrPoolRelEntr,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21de014a_MathRandomNumberGene,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21df82d7_client_zh_TWproperti,SYS,EXECUTE,NO,NO,NO,JAVA RESOURCE,NO
PUBLIC,SYS,/21e36588_PowerPCCodeGenerator,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21e3d576_LocaleNames_uz_Arab,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21e61401_SymbolTypeSymbol,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21e7533b_StreamReaderBufferPr,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21e96630_CurrencyNames_am,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21ea8895_DatabaseChangeEventE,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21ed256b_LiteralAttribute,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21edba6f_StackRecorder,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21ef7022_LexerLexerToken,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21f22e6e_UnixFileSystemLookup,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21f33ce9_CodeStoreDirectoryCo,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21f4be53_wsdlmodel_frproperti,SYS,EXECUTE,NO,NO,NO,JAVA RESOURCE,NO
PUBLIC,SYS,/21f701ba_Resolver,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21f894e8_FormatData_ka,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21f9f878_ParserPropertyFuncti,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21fb8a53_AQjmsStreamMessage_C,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/21fdac32_PSVIProvider,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22005b6_JFOManager,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2202fbce_FloatEncodingAlgorit,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2208437c_Messages_ro,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2214d894_OracleXAHeteroCloseC,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2215429_OraResourceBundle3,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22170984_ServantRetentionPoli,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/221794bc_AbstractTemplateBuil,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/221e0d47_MethodImplReturnCont,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22217778_rmid_deproperties,SYS,EXECUTE,NO,NO,NO,JAVA RESOURCE,NO
PUBLIC,SYS,/22251aba_JInternalFrameJDeskt,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22306e8a_ZipArchive,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/223106f7_NthIterator,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/223628b0_JPEGImageReaderCallB,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2236fcf8_JavadocClassReader1,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2238be6f_MemberSubmissionEndp,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/223a8de5_InputStreamHookNoRea,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/223e33be_JavaByte,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/223f58b2_ModificationWatchpoi,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2241970_XmlElementRefQuick,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22429f9a_SaslServerFactory,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/224c1aad_KdcCommKdcCommunicat,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/224f9c50_PrintJobEvent,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/224fd143_GcInfoCompositeData2,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22539f87_Localizable,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22554862_BranchElimination1,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22575d0b_KeyboardFocusManager,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/225848b8_UnixPrincipal,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22597454_DocCommentParser3,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/225976d5_ResourceType,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/225f2083_XMLEntityDescription,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22605629_QualifiedNameArray,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2260d51a_CodeGeneratorOptimis,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2261415e_SSLSocketImplRMHooks,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/226410d5_ComplexType,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22642e0a_JavaSuperAdapter,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22661a09_XSEventListener,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/226785e8_JavaToJavaConverter5,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22696d1e_GroupLayoutLinkInfo,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/226a02c1_SemaphoreSync,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/226b2d32_FieldWriter,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/226f208d_NodesConcNodeOfDoubl,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/226fc47a_CharsetDecoder,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22749ad8_CASTORE,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2276eddf_CollationElementIter,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2278390_Des3CbcHmacSha1KdETyp,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/227b899a_JavaToJavaConverter6,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/227dd3cc_OSDTransformation,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22828b39_StringPrepDataReader,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2282f680_WSToolsObjectFactory,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2284aa29_SynthToolBarUI,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2284c56a_FormatData_ee,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/228e0803_AclEntryFlag,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/228f41da_AnalyzerType,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/229025e1_AudioSecurityExcepti,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22908945_AttributeDeclImpl,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2290f95c_AQEnqueueOptionsSequ,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2291b2d_Detail1_2Impl,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/229216e_RpcLitMember,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22927d52_JavaKeyStoreJKS,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/229354d1_OptionPanePainter,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2293736_XSLTransformerErrorLi,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2295fd29_EndpointArgumentsBui,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/229b74e6_LinuxFileSystemProvi,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/229ba145_ContentModelType,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/229e0d94_FormatData_bs,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22a0ed93_Block,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22a236cb_BridgeAdapter,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22acaeef_NoSuchAlgorithmExcep,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22ad496b_ListSimpleTypeImpl,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22adc5d2_TextComponentPrintab,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22b03f9a_TypePatternBinder,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22b429f6_RepeatedElementBridg,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22b438d3_LogicalMessageImplSo,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22b63b39_OracleStatement1,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22b64010_CurrencyNames_ar_LB,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22b9029e_ResponseHandler,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22c2261d_JvmRTInputArgsTableM,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22c33ee5_MediaSizeEngineering,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22c418cb_JAXBAttachment,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22c4747c_FastInfosetStreamRea,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22c61e6b_PowerPCAbstractMIR2L,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22c821a3_PropertiesFileUtilIn,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22c944e1_RMIClassLoader2,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22caaf6e_LValueLValueArrayEle,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22cb5599_CurrencyNames_st_LS,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22cd686a_PolicyTableProxyType,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22ce03b0_ProgressBarFinishedS,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22d16fb2_MonitoringManagerImp,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22d3468a_WSDLModel,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22d35bad_EventSetImplWatchpoi,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22d6940c_SimpleAuthPopupBasic,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22d87cc6_PSPrinterJobEPSPrint,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22d8cd2e_Global,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22db9d5e_INSTANCEOF,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22df5035_ErrorMessages_de,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22e06ad2_NLSR_pl,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22e1741e_StatsProviderManager,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22e41293_MemoryLocationOffset,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22e64c6c_AbstractFileTypeDete,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22e66c0_LocaleNames_vi,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22e718b2_BasicLookAndFeelAudi,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22e7f250_javadoc_ja,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22e97cec_CollectionsUnmodifia,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22ea192f_JavadocEnter,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22ec6c7_XSAttContainer,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22ee654_Messages_koproperties,SYS,EXECUTE,NO,NO,NO,JAVA RESOURCE,NO
PUBLIC,SYS,/22f0f492_CalendarData_teo_KE,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22f3d0d7_SwingUtilities2AATex,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22f40804_PCSCException,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22f4f936_IdentifierTree,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22f6fc2f_PropertyMap,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22fd1fb5_logging_sv,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22fdf784_ScriptObjectMirror16,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22ff1d6_PatternSliceNode,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22ff6bc6_LintAugmentVisitor,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/22ff8514_CompilationPhaseProg,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/230042fd_XMLDTDSource,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2301f2a0_MagicCalleeSaveTempR,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2304eac9_ByteBufferAsCharBuff,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2305dc0c_LiteCollectionsLiteS,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/230608c5_JDKBridge,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2307f998_FileCredentialsCache,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/230aca6_HppaRegFileInfoHppaRe,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/230bbe8e_JpegDataContentHandl,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/230f0412_CopyOnWriteArrayList,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2311f5a6_ClassWriterStackMapT,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/23137e74_BandStructure,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/231478de_WsimportOptionsRerea,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/231a70b9_ImageGraphicAttribut,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/231b4298_Stub,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/231ef58_PerInterface,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/231f37d0_CharactersEvent,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2323a41c_OracleXAResource,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/23255ac5_HandlerChainsModelHa,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2328bf71_IDDocumentOrderCompa,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/232a1dba_ManifestDigester,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/232b460a_FunctionAttributes,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/23300d58_WildcardLoader,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2331388e_ToolOption18,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/233609e_JvmThreadingImpl,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2336926d_CompilerConstants5,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/23382ffc_DOMNormalizer,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/23391682_CalendarData_fr_CI,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/233c9dfb_RMISocketInfo,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/233d59dc_LocalStrings_deprope,SYS,EXECUTE,NO,NO,NO,JAVA RESOURCE,NO
PUBLIC,SYS,/233ebe61_OracleXMLDocGenStrin,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/233f0171_NodeCounterGenerator,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/23421df9_JulianFields,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2342c2e_ldapURLContextFactory,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/23466a9a_Types17,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/23475935_AbstractState,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/234966fd_SocketTransportServi,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/234c01a7_InfoFromMemberName1,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/234d7c45_OracleCachedRowSet,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/234e5710_BatchEnvironment,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/2350407e_ConsConsIterator,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
PUBLIC,SYS,/23504555_LocaleNames_am,SYS,EXECUTE,NO,NO,NO,JAVA CLASS,NO
